波音739,1,177
波音763,1,261
波音78J,1,177
波音76W,1,261
波音773,2,396
空客32D,2,124
波音73G,3,128
波音788,3,242
波音744,3,416
空客388,4,575
空客359,5,315
空客332,13,406
空客321,18,185
波音73W,21,128
波音77W,22,396
E90,22,96
波音738,25,160
空客319,30,124
波音789,31,290
空客333,41,440
空客32V,49,165
空客32B,76,185
空客320,88,150
波音73H,181,160
