波音739,1
波音763,1
波音78J,1
波音76W,1
波音773,2
空客32D,2
波音73G,3
波音788,3
波音744,3
空客388,4
空客359,5
空客332,13
空客321,18
波音73W,21
波音77W,22
E90,22
波音738,25
空客319,30
波音789,31
空客333,41
空客32V,49
空客32B,76
空客320,88
波音73H,181
